Option_KeyDistractorSim,Option_MaxDistractorSim,Option_DistractorHomogeneity,Option_LengthDispersion,Option_KeyLengthAdvantage,Option_NumericProximity,Option_MetaOption,Option_StemKeyAdvantage
0.7265117764472961,0.8337252140045166,0.569958508014679,0.0,0.0,0.6666666666666667,0.0,0.018826134502887726
0.5992982983589172,0.7101001739501953,0.5085383653640747,0.47380354147934284,0.3535533905932737,0.864406779661017,0.0,-0.0020478665828704834
0.6396990418434143,0.7478001117706299,0.6278885006904602,0.5,1.414213562373095,0.25,0.0,0.06952327489852905
0.7214861512184143,0.8768324255943298,0.793226420879364,0.0642824346533225,2.828427124746191,0.7504640567924881,0.0,0.07737438380718231
0.4572325646877289,0.6619199514389038,0.36297380924224854,0.5882317968700682,2.480153783679084,0.7504640567924881,0.0,0.11837618052959442
0.6049273610115051,0.7006851434707642,0.9097854495048523,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.03442489355802536
0.6049274206161499,0.7006852626800537,0.9097855091094971,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.1259971261024475
0.851942241191864,0.9890449643135071,0.662770688533783,0.0642824346533225,0.0,0.7504640567924881,0.0,0.001670554280281067
0.7265117764472961,0.8337251543998718,0.569958508014679,0.0,0.0,0.6666666666666667,0.0,0.018506377935409546
0.5242092609405518,0.6492719650268555,0.7091845870018005,0.5773502691896257,0.0,0.2272727272727273,0.0,0.06235697865486145
0.8510696291923523,0.9890449643135071,0.6636428236961365,0.0642824346533225,0.0,0.7504640567924881,0.0,0.009687185287475586
0.6361123919487,0.8943455219268799,0.4662832021713257,0.31360192667309805,3.893037079828296,0.7504640567924881,0.0,-0.07063022255897522
0.6754013895988464,0.8054156303405762,0.6438115239143372,0.34641016151377546,-0.7071067811865474,0.9,0.0,-0.001988545060157776
0.9404182434082031,0.9841455817222595,0.8741717338562012,0.0,0.0,0.7504640567924881,0.0,-0.01673874258995056
0.6072525382041931,0.6532416343688965,0.6149973273277283,0.3535533905932738,0.0,0.8181818181818181,0.0,-0.09079219400882721
0.7214861512184143,0.8768324255943298,0.7932265400886536,0.0642824346533225,2.828427124746191,0.7504640567924881,0.0,0.07698976248502731
0.4751649796962738,0.757599949836731,0.5261913537979126,0.3333333333333333,-1.4142135623730951,0.7504640567924881,0.0,-0.11633160710334778
0.8124978542327881,0.8828452229499817,0.7697467803955078,0.0,0.0,0.7504640567924881,0.0,-0.03622710704803467
0.3313681483268738,0.374981552362442,0.4536493718624115,0.24592656036185648,-4.060181600232392,0.7504640567924881,0.0,-0.1626673936843872
0.6049273610115051,0.7006852626800537,0.9097854495048523,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.09375125914812088
0.6049273610115051,0.7006852626800537,0.9097854495048523,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.06324242800474167
0.503278911113739,0.661919891834259,0.316927433013916,0.5882317968700682,0.20412414523193154,0.7504640567924881,0.0,0.17203348875045776
0.8519421219825745,0.9890449643135071,0.6627705097198486,0.0642824346533225,0.0,0.7504640567924881,0.0,0.021116182208061218
0.39218592643737793,0.48230069875717163,0.5101268291473389,0.598595770765577,-0.6790572069522414,0.7504640567924881,0.0,0.13267062604427338
0.7214861512184143,0.8768324255943298,0.7932265400886536,0.0642824346533225,2.828427124746191,0.7504640567924881,0.0,0.07887926697731018
0.5921085476875305,0.7710633873939514,0.40780773758888245,0.3870037088460306,2.472166487689926,0.7504640567924881,0.0,-0.023569583892822266
0.8510696291923523,0.9890449643135071,0.663642942905426,0.0642824346533225,0.0,0.7504640567924881,0.0,0.0095682293176651
0.6699733734130859,0.9138134121894836,0.4292924702167511,0.42339019740572553,0.7071067811865475,0.7504640567924881,0.0,0.05415400117635727
0.851942241191864,0.9890449643135071,0.662770688533783,0.0642824346533225,0.0,0.7504640567924881,0.0,0.012528419494628906
0.6049274206161499,0.7006852626800537,0.9097855091094971,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.10025830566883087
0.7214863300323486,0.8768325448036194,0.7932265400886536,0.0642824346533225,2.828427124746191,0.7504640567924881,0.0,0.12591108679771423
0.46353375911712646,0.827367901802063,0.21502457559108734,0.22767151672228833,-1.1769646985527404,0.7504640567924881,1.0,0.21233785152435303
0.6049274206161499,0.7006852626800537,0.9097855091094971,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.15224556624889374
0.6005072593688965,0.8111646175384521,0.5985799431800842,0.27872399139382226,7.869470848066687,0.7504640567924881,0.0,-0.07899048924446106
0.6049274206161499,0.7006852626800537,0.9097855091094971,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.11108940094709396
0.7265117764472961,0.833725094795227,0.5699583888053894,0.0,0.0,0.6666666666666667,0.0,0.029488064348697662
0.4850893020629883,0.571114182472229,0.5477550625801086,0.3333333333333333,1.4142135623730951,0.5,0.0,0.13327763974666595
0.6699733734130859,0.9138134121894836,0.4292924702167511,0.42339019740572553,0.7071067811865475,0.7504640567924881,0.0,0.01198977418243885
0.8386235237121582,0.86652672290802,0.8026015758514404,0.0,0.0,0.6666666666666667,0.0,-0.008141756057739258
0.851942241191864,0.9890449643135071,0.662770688533783,0.0642824346533225,0.0,0.7504640567924881,0.0,0.016162201762199402
0.4794258177280426,0.5887187719345093,0.5471689105033875,0.3333333333333333,1.4142135623730951,0.9230769230769231,0.0,0.005948171019554138
0.4763883650302887,0.5170390009880066,0.6272324323654175,0.3333333333333333,-1.4142135623730951,0.9,0.0,-0.021019071340560913
0.7214861512184143,0.8768324255943298,0.7932265400886536,0.0642824346533225,2.828427124746191,0.7504640567924881,0.0,0.08147747814655304
0.8510696291923523,0.9890449643135071,0.6636428236961365,0.0642824346533225,0.0,0.7504640567924881,0.0,0.006931275129318237
0.8510696291923523,0.9890449643135071,0.6636428236961365,0.0642824346533225,0.0,0.7504640567924881,0.0,0.0009535625576972961
0.8510696291923523,0.9890449643135071,0.6636428236961365,0.0642824346533225,0.0,0.7504640567924881,0.0,0.015295490622520447
0.7214861512184143,0.8768324255943298,0.7932265400886536,0.0642824346533225,2.828427124746191,0.7504640567924881,0.0,0.06724502146244049
0.7337214946746826,0.8665268421173096,0.6430642008781433,0.0,0.0,0.6666666666666667,0.0,-0.06535966694355011
0.8510696291923523,0.9890449643135071,0.6636428236961365,0.0642824346533225,0.0,0.7504640567924881,0.0,0.002359837293624878
0.5709735751152039,0.7620453238487244,0.5452039241790771,0.3685138655950444,1.224744871391589,0.5862068965517242,0.0,-0.1776372790336609
0.8519421219825745,0.9890449643135071,0.6627705097198486,0.0642824346533225,0.0,0.7504640567924881,0.0,0.021118059754371643
0.7337214946746826,0.8665268421173096,0.6430642008781433,0.0,0.0,0.6666666666666667,0.0,-0.07791110873222351
0.7598709464073181,0.812157928943634,0.7431257367134094,0.0,0.0,0.6666666666666667,0.0,0.04700411856174469
0.8510696291923523,0.9890449643135071,0.6636428236961365,0.0642824346533225,0.0,0.7504640567924881,0.0,0.00029411911964416504
0.7337214946746826,0.8665268421173096,0.6430642008781433,0.0,0.0,0.6666666666666667,0.0,0.08863978832960129
0.6049273610115051,0.7006852626800537,0.9097854495048523,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.10281331837177277
0.851942241191864,0.9890449643135071,0.662770688533783,0.0642824346533225,0.0,0.7504640567924881,0.0,0.009162336587905884
0.8352224826812744,0.86652672290802,0.8060027956962585,0.0,0.0,0.6666666666666667,0.0,-0.024454131722450256
0.6049274206161499,0.7006852626800537,0.9097855091094971,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.05776580423116684
0.6049274206161499,0.7006852626800537,0.9097855091094971,0.0642824346533225,-2.828427124746191,0.7504640567924881,0.0,-0.12929585576057434
0.851942241191864,0.9890449643135071,0.662770688533783,0.0642824346533225,0.0,0.7504640567924881,0.0,0.0056732892990112305
0.851942241191864,0.9890449643135071,0.662770688533783,0.0642824346533225,0.0,0.7504640567924881,0.0,0.008428439497947693
0.8510696887969971,0.9890450239181519,0.663642942905426,0.0642824346533225,0.0,0.7504640567924881,0.0,0.0012192726135253906
0.38958659768104553,0.552960991859436,0.4162440001964569,0.3282536710987283,-0.47140452079103173,0.7504640567924881,0.0,-0.003875821828842163
