indicator,partition,x,partial_b
Syntactic_MDD,STEM,1.3333,-0.4708853639432751
Syntactic_MDD,STEM,1.7375070000000001,-0.3980868807975995
Syntactic_MDD,STEM,2.1417140000000003,-0.3232546740669795
Syntactic_MDD,STEM,2.5459210000000003,-0.22011798068469524
Syntactic_MDD,STEM,2.9501280000000003,-0.055091065590447186
Syntactic_MDD,STEM,3.3543350000000007,0.12462060941586994
Syntactic_MDD,STEM,3.7585420000000007,0.28956775550862013
Syntactic_MDD,STEM,4.162749000000002,0.4478336807230424
Syntactic_MDD,STEM,4.566956000000001,0.6054139194354643
Syntactic_MDD,non-STEM,1.3333,-0.15601205665088003
Syntactic_MDD,non-STEM,1.7375070000000001,-0.07906688624201624
Syntactic_MDD,non-STEM,2.1417140000000003,-0.001260699433841772
Syntactic_MDD,non-STEM,2.5459210000000003,0.08852874181538345
Syntactic_MDD,non-STEM,2.9501280000000003,0.201615690244481
Syntactic_MDD,non-STEM,3.3543350000000007,0.22350439485232032
Syntactic_MDD,non-STEM,3.7585420000000007,0.08946041895719864
Syntactic_MDD,non-STEM,4.162749000000002,-0.09217208477062483
Syntactic_MDD,non-STEM,4.566956000000001,-0.27459751877202065
Knowledge_NER_Density,STEM,0.0,-0.7162623344218537
Knowledge_NER_Density,STEM,4.723212000000001,-0.4527409438062466
Knowledge_NER_Density,STEM,9.446424000000002,-0.22179986759357373
Knowledge_NER_Density,STEM,14.169636000000004,-0.045650120683708106
Knowledge_NER_Density,STEM,18.892848000000004,0.08663209246552084
Knowledge_NER_Density,STEM,23.616060000000004,0.1925749716862586
Knowledge_NER_Density,STEM,28.33927200000001,0.2893473937575777
Knowledge_NER_Density,STEM,33.062484000000005,0.3857487341178678
Knowledge_NER_Density,STEM,37.78569600000001,0.48215007447815816
Knowledge_NER_Density,non-STEM,0.0,-0.0400714892550358
Knowledge_NER_Density,non-STEM,4.723212000000001,0.025637184806250185
Knowledge_NER_Density,non-STEM,9.446424000000002,0.06603866839264594
Knowledge_NER_Density,non-STEM,14.169636000000004,0.07101336519389442
Knowledge_NER_Density,non-STEM,18.892848000000004,0.05037714071639739
Knowledge_NER_Density,non-STEM,23.616060000000004,0.01529913116968816
Knowledge_NER_Density,non-STEM,28.33927200000001,-0.023709353800771008
Knowledge_NER_Density,non-STEM,33.062484000000005,-0.06276466700794688
Knowledge_NER_Density,non-STEM,37.78569600000001,-0.10181998021512241
Semantic_Concreteness,STEM,1.694916,0.17807706845680227
Semantic_Concreteness,STEM,1.8628540000000002,0.11806281113500561
Semantic_Concreteness,STEM,2.0307920000000004,0.05749919730729425
Semantic_Concreteness,STEM,2.1987300000000003,-0.006681666405814468
Semantic_Concreteness,STEM,2.3666680000000007,-0.07473525851467444
Semantic_Concreteness,STEM,2.5346060000000006,-0.11254130085841096
Semantic_Concreteness,STEM,2.7025440000000005,-0.0978604923436206
Semantic_Concreteness,STEM,2.870482000000001,-0.05485312814999754
Semantic_Concreteness,STEM,3.038420000000001,-0.006967230626583887
Semantic_Concreteness,non-STEM,1.694916,-0.1825558175318332
Semantic_Concreteness,non-STEM,1.8628540000000002,-0.23587289630381386
Semantic_Concreteness,non-STEM,2.0307920000000004,-0.27541436651484724
Semantic_Concreteness,non-STEM,2.1987300000000003,-0.2131491959670893
Semantic_Concreteness,non-STEM,2.3666680000000007,0.03280095688206369
Semantic_Concreteness,non-STEM,2.5346060000000006,0.25256677954894274
Semantic_Concreteness,non-STEM,2.7025440000000005,0.2679436469784601
Semantic_Concreteness,non-STEM,2.870482000000001,0.20794448490067458
Semantic_Concreteness,non-STEM,3.038420000000001,0.14573640800744286
