raw,rel_stem,rel_non,half_rel_stem,half_rel_non,disattenuated,length,design
0.973549967349701,0.9964661908748338,0.9983470939822444,0.992957269415274,0.9966996431441966,0.9786126274734037,1576,random
0.9730761330805305,0.9968572935268984,0.9981880144071397,0.9937342783776978,0.9963825835208229,0.9779094014947367,1576,random
0.9738243317342916,0.9975835736501526,0.9985973982013459,0.9951787973813508,0.9971987254753785,0.9775505104170009,1576,random
0.974082961982248,0.9965321119983269,0.9985411762982124,0.993088193367943,0.9970866027294158,0.9788938436793855,1576,random
0.9741854675637858,0.9975476824783348,0.9988446697661393,0.9951073632554855,0.9976920060274944,0.9777063380903203,1576,random
0.9710441835322936,0.9974781617897559,0.9982395461402126,0.9949690109200091,0.9964852797831969,0.975211401565396,1576,random
0.9733263469016046,0.997336138304672,0.9979508422710794,0.9946864312216781,0.9959100654631259,0.9779244888812847,1576,random
0.9740557722488424,0.9979644035819443,0.9980881444746237,0.9959370776341034,0.9961835853826205,0.9779084146751819,1576,random
0.9734714998020697,0.9971520536462868,0.998335092298273,0.9943202828223996,0.9966757192172239,0.9778745713580921,1576,random
0.9743848350315685,0.997257810764513,0.9978153427542841,0.9945306196050698,0.9956402101550429,0.979197335125943,1576,random
0.9732946502029167,0.9977165825271906,0.998408388290485,0.9954435692878829,0.9968218349856214,0.977073517437998,1576,random
0.9724958369245321,0.9971958910828834,0.9986531346693436,0.9944074642451463,0.9973098925511458,0.9765410400141643,1576,random
0.9728271504991639,0.996435984598603,0.9986670568570319,0.9928972833886011,0.997337662458634,0.9776027436096175,1576,random
0.9725329896698178,0.9965521428916669,0.9979411640102737,0.993127979527967,0.9958907882136625,0.9779032190645616,1576,random
0.9710035223440217,0.9969474303552495,0.9984196179808758,0.9939134403577039,0.9968442232945132,0.9755125823000822,1576,random
0.9734881125369327,0.9974557447546547,0.9987565668881582,0.9949244031232862,0.9975162221878904,0.9771823800564935,1576,random
0.9722856761272827,0.9979060399105427,0.9985341061067908,0.995820830834525,0.9970725036126582,0.9757530431658564,1576,random
0.973843351192243,0.9970668402835026,0.9988355389662248,0.9941508370960105,0.9976737867171737,0.9778419874903789,1576,random
0.9733154246951576,0.9972976292499914,0.9985225696885638,0.9946098247519105,0.9970494985374224,0.9773922111478801,1576,random
0.9711700639815055,0.9977354050042387,0.9988001865414543,0.9954810436144941,0.9976032487373302,0.9745404328842935,1576,random
0.9760045898634593,0.9971749284619738,0.9987732910048361,0.9943657740154154,0.9975495879521733,0.9799671765576642,1576,random
0.9728696201394531,0.9975997435944599,0.9988616226798368,0.9952109820599069,0.9977258342184216,0.9763183526614894,1576,random
0.9734694158445126,0.997587274255742,0.9983701494558497,0.9951861629799909,0.9967456030922704,0.9774127113631849,1576,random
0.9754436340458328,0.996882735720321,0.9986334868267905,0.9937848457190749,0.9972707032735115,0.9798271369033874,1576,random
0.9724157626428187,0.9970766800575809,0.9985386873800077,0.9941704018955568,0.997081639397194,0.9766888186335118,1576,random
0.9751277252598052,0.9963644664318753,0.9986418917917802,0.9927552713180656,0.9972874674962188,0.980009358700167,1576,random
0.9723660082287058,0.996939374135334,0.9982861282330499,0.9938974259665957,0.996578121127689,0.9770196790122819,1576,random
0.9728543060408839,0.9970853079685404,0.9984697709133217,0.9941875574171603,0.9969442178733362,0.977188200677318,1576,random
0.9750457360548059,0.9971895942008805,0.9986181977180798,0.9943949408923812,0.997240208921769,0.9791419187840401,1576,random
0.9725718838975219,0.9972214636820742,0.9988638267128097,0.9944583251090948,0.9977302322750766,0.9763866898944029,1576,random
0.9711418707069386,0.9968918336478879,0.9984996282313686,0.9938029288238869,0.9970037519487251,0.9756277546212756,1576,random
0.9721544442581751,0.9969026349424417,0.9983822761789959,0.9938243979787934,0.9967697779651248,0.976749073423795,1576,random
0.9723248019194672,0.9972859725126773,0.9983924105383871,0.9945866370412236,0.9967899814687367,0.9765359179673796,1576,random
0.9728190816483439,0.9963261416098678,0.9987004042695466,0.9926791788798305,0.9974041820530143,0.9776694210242621,1576,random
0.9721638683957727,0.9973525004641167,0.998751806811633,0.994718982419826,0.9975067257112501,0.975958513347567,1576,random
0.9730209406814467,0.9971479935512256,0.9985719647710403,0.9943122087198615,0.9971480022952759,0.9771944443613744,1576,random
0.9729592643790084,0.9972630917299143,0.998768729034469,0.9945411239029639,0.9975404863966271,0.9768278188802975,1576,random
0.9722330388176716,0.9973749582435121,0.9985792342052942,0.9947636620926819,0.9971624998337668,0.9761744811753221,1576,random
0.9738973590960435,0.9976359688240456,0.9986324480148412,0.9952830885737572,0.9972686313183452,0.9775383322828639,1576,random
0.9722711982599151,0.9955450750383594,0.998478918220832,0.9911296667457513,0.9969624567932892,0.9780989232972179,1576,random
0.9705115399894848,0.9963622672116504,0.998599800142128,0.992750904694978,0.9972035159208662,0.9754132651762295,1576,random
0.9730811589119115,0.9965113800860171,0.9985629152650563,0.9930470164887732,0.9971299550279306,0.9778861082365541,1576,random
0.9745432567812786,0.997617226292725,0.9983009565306873,0.9952457808139252,0.996607676766011,0.9785292998014271,1576,random
0.9711950845949007,0.9977153612892027,0.9985250134117228,0.9954411379311648,0.9970543715858505,0.9748532915485107,1576,random
0.9724934606517235,0.9968816055940206,0.9985199226201704,0.9937825994949958,0.997044220023424,0.9769757532481611,1576,random
0.9729984854628886,0.9968993830744874,0.9986620266107803,0.9938179343663134,0.997327628783135,0.977326836366882,1576,random
0.9739439559320813,0.9979275943925533,0.9985858931934232,0.9958637607505211,0.9971757801353802,0.977345553850214,1576,random
0.9732794938772481,0.9973964490345341,0.9977209326822057,0.9948064198197607,0.9954522300382999,0.9780432761193067,1576,random
0.9729587682044285,0.9977163889462995,0.9987061843840357,0.9954431838882417,0.9974157123597766,0.9764456948164494,1576,random
0.9694879517849699,0.9954381035518103,0.9984507490467246,0.9909176398899477,0.9969062910250279,0.9754308078815837,1576,random
0.9756718802403466,0.9976455091049672,0.9987134890552103,0.9953020794211628,0.997430284078079,0.9792307833525624,1576,random
0.9749976008796218,0.9973315112136062,0.9980691361490365,0.9946772261894383,0.9961457143988115,0.9794922956210848,1576,random
0.9714562323040684,0.9962727303859413,0.9984341139188,0.992573142671531,0.9968731241689416,0.9766119524288344,1576,random
0.9720066988932156,0.9975971927218886,0.9985707935797328,0.9952059047307822,0.9971456665910993,0.9757385930975134,1576,random
0.9717294513650783,0.9975837099734587,0.998599264624256,0.9951790687150996,0.9972024478787336,0.9754456607560933,1576,random
0.9705729628239362,0.9971686153677244,0.9989490793085929,0.994353218944551,0.9979003651668763,0.9743483550091785,1576,random
0.9714146207333588,0.9975642857289325,0.9980724610529185,0.9951404080353649,0.9961523386229962,0.9756624160810323,1576,random
0.9708110916730078,0.9972133348585546,0.9983856546753747,0.9944421575628903,0.9967765131716397,0.9750930654249095,1576,random
0.973315630367257,0.9959022527335439,0.998509382254677,0.9918379514791033,0.9970232017776086,0.9787701234994969,1576,random
0.9742199451266569,0.9971178271367864,0.9986550540568099,0.9942522203680517,0.9973137210136446,0.9783468133975423,1576,random
0.9702699711809437,0.9971527795379078,0.9982448058733149,0.9943217263726766,0.996495762363947,0.9747458571271524,1576,random
0.9709410185458105,0.9972733237878211,0.9978444140511673,0.9945614766678412,0.9956981012149091,0.9756930077572498,1576,random
0.974241631954446,0.996801628071345,0.9985806257375481,0.9936236500812772,0.9971652750107871,0.9787508473133929,1576,random
0.9737287043495602,0.9972001475450377,0.9977699409690302,0.9944159296631168,0.9955498061330827,0.9786388226725629,1576,random
0.9741060696163214,0.9973998890980004,0.9983932313556871,0.9948132642840815,0.9967916178392291,0.9782126554856048,1576,random
0.973423854861612,0.9972360633046591,0.9985092975194587,0.9944873631884897,0.9970230328112901,0.9775742530346622,1576,random
0.973118047348874,0.9978314572664285,0.9978096983808468,0.9956722993366834,0.9956289706343905,0.9773689820359255,1576,random
0.9744731427242552,0.9973526173358398,0.9986052557647062,0.9947192149305257,0.9972143967335101,0.978420065356616,1576,random
0.9714271898085078,0.9975959354254117,0.9983759781367266,0.9952034021817169,0.9967572226148245,0.9753480799357536,1576,random
0.9749996697402066,0.9972003743081406,0.9985946882643054,0.9944163806604379,0.997193320787846,0.9791081222330092,1576,random
0.9683967057951501,0.9965010229263449,0.99871270456343,0.9930264461577059,0.9974287191249965,0.9730428408430356,1576,random
0.9724371772063849,0.9969568880078795,0.9986803005529609,0.9939322408862831,0.9973640797284463,0.976689015388259,1576,random
0.9725386493015744,0.9967440627264238,0.9985851896682213,0.9935092588987325,0.9971743770569761,0.9770917689637979,1576,random
0.9746994105401552,0.9974652724996094,0.9989002742196756,0.9949433621981147,0.9978029645758476,0.9782483610850116,1576,random
0.9741617131593968,0.9967705174701701,0.9981790548875333,0.9935618269078652,0.9963647294032922,0.9790941041920651,1576,random
0.9739220905443358,0.9974313962436868,0.9973330374479197,0.9948759541308408,0.9946802624367074,0.9790345074397809,1576,random
0.9735119764153295,0.9972232601764247,0.9986214686944379,0.9944618982206073,0.9972467328538296,0.9775656065721842,1576,random
0.9711707017053504,0.9969560138113369,0.9986617723787107,0.9939305030874478,0.9973271216770215,0.9754359280356019,1576,random
0.9723527753323731,0.9966204117889458,0.9985229714380257,0.9932635898701512,0.9970502996676914,0.977086619648044,1576,random
0.9716242149182446,0.9965197490520454,0.9988153326260356,0.9930636383831831,0.9976334688043682,0.9761673652182705,1576,random
0.9725832290282168,0.9966664927861743,0.9988005125307479,0.9933551362735157,0.9976038991544351,0.9770019637154738,1576,random
0.9728560502773488,0.9975258677477508,0.9985002163265777,0.9950639479410993,0.9970049246183135,0.9767297963188689,1576,random
0.9716219432040993,0.9969444059903859,0.9984033824893827,0.9939074284060374,0.9968118552265371,0.9761526753748393,1576,random
0.9724460999232892,0.9974694310591455,0.9984036014091144,0.9949516373480204,0.9968122916713129,0.9764676526902683,1576,random
0.973766965107684,0.9974890061738294,0.9983144971545719,0.994990590942874,0.9966346665881851,0.9778619679662273,1576,random
0.97198058554572,0.9965065044980367,0.998373674856492,0.9930373330417737,0.9967526309908539,0.9769697279201317,1576,random
0.9718182071430435,0.9971520560013964,0.9988074304478278,0.9943202875059044,0.9976177019517722,0.975752803368047,1576,random
0.9745108585880186,0.9975500755329457,0.9985738304649739,0.9951121259880252,0.9971517230557532,0.9782954900672896,1576,random
0.9745252914555775,0.9974399145159931,0.9987383950925056,0.9948929036352551,0.9974799694678975,0.9782567572245128,1576,random
0.9738119400312967,0.9979584707295233,0.9981132228206552,0.9959252601597002,0.9962335520892757,0.9776449003004566,1576,random
0.9732304864805934,0.9973794074160068,0.9986134099882098,0.9947725139432071,0.9972306599157196,0.9771382297557718,1576,random
0.9704393213389673,0.9964520160619423,0.9990085649846502,0.9929291194943466,0.9980190939089609,0.9748545805575831,1576,random
0.9715822434348947,0.9968187817445189,0.9987282929019077,0.9936577396035917,0.9974598161736178,0.9759182846262189,1576,random
0.9757620679772528,0.9972624269458102,0.9987410046662464,0.9945398015836755,0.9974851754848225,0.9796695782639794,1576,random
0.9743176906247459,0.9979809340015894,0.9985879604438023,0.9959700048294016,0.9971799029761547,0.977666422700101,1576,random
0.9730552409394968,0.9976127880305963,0.9984158689137403,0.9952369464795674,0.9968367488319895,0.9769272663082159,1576,random
0.9758629258803801,0.997747281361217,0.9985647681610528,0.9955046893924269,0.9971336501986022,0.9794685092328946,1576,random
0.9743450699439589,0.996822707921614,0.998802354373406,0.9936655422656082,0.9976075740253175,0.9786171180859243,1576,random
0.9728545491358311,0.9974008699272343,0.9985946185668418,0.9948152157830475,0.9971931817838908,0.9767581738171183,1576,random
0.9722054344510391,0.9971444298013612,0.9973573830073266,0.9943051217274026,0.9947286960520395,0.9775655374035301,1576,random
0.969916849838288,0.9965484626723691,0.9988049876979402,0.993120669610367,0.9976128280956732,0.9744341172216839,1576,random
0.9687009344806748,0.9973642539503232,0.9985438514858784,0.9947423656895108,0.9970919375425833,0.9726728843501606,1576,random
0.972709654048039,0.9965329418847467,0.998760704430307,0.9930898416899402,0.9975244767655912,0.9772983734744417,1576,random
0.9738960146666913,0.9970584651767305,0.9987886598044632,0.9941341848529827,0.997580250748458,0.9779489016967331,1576,random
0.9723909826557742,0.9974933102052441,0.9978136564839815,0.9949991559751705,0.9956368523076295,0.976965179474849,1576,random
0.9733274946425386,0.9953892557109466,0.9977853783199264,0.9908208342081464,0.9955805440627856,0.9799935697707194,1576,random
0.9728917519795627,0.9972278014768476,0.9981322444920344,0.9944709306316325,0.9962714529982679,0.9774164230441944,1576,random
0.9724462004672587,0.9974205521555616,0.998220928525012,0.9948543771768228,0.9964481759987885,0.9766938835036587,1576,random
0.9722743032619138,0.9975983950524108,0.9986144794116402,0.9952082978803397,0.9972327928457646,0.9759634146198467,1576,random
0.9736506674563676,0.9974040029458827,0.9985499529567367,0.9948214493938836,0.9971041050973146,0.9775980880070946,1576,random
0.9729612771134297,0.9976652301529648,0.998046540193374,0.9953413372113362,0.9961006975174217,0.9771425237386815,1576,random
0.9752761496419692,0.9974130074160513,0.9983126481981225,0.9948393653556559,0.996630981116329,0.9794537448624517,1576,random
0.9734993640819776,0.9979017553523726,0.9986738598912323,0.9958122975290405,0.997351232419392,0.9768387185797062,1576,random
0.9730792941573998,0.997832807237081,0.9989764506035238,0.9956749876097137,0.9979549943713247,0.9761891015994062,1576,random
0.9736405535763487,0.9976085856209331,0.9982955819820714,0.9952285816802445,0.9965969641597445,0.9776366061510133,1576,random
0.974153792080805,0.9969477443644715,0.9985990601178316,0.9939140645596882,0.9972020400094028,0.9785015731046748,1576,random
0.969732799226357,0.9971911254633548,0.9988600288722109,0.9943979862804003,0.997722653853277,0.9735697027278035,1576,random
0.9731351872069729,0.997618815056562,0.998524492910303,0.9952489432579038,0.9970533336476998,0.9768955219282268,1576,random
0.9740785630669394,0.9974136883514148,0.9984610835774841,0.9948407202082531,0.9969268964045592,0.9781051657302676,1576,random
0.9731514886435475,0.9976251352697726,0.9983555075160923,0.9952615237795961,0.9967164148632621,0.9770708091972305,1576,random
0.9731671778319049,0.9973327345298901,0.998068972123456,0.9946796598194332,0.9961453876108889,0.9776523987795339,1576,random
0.9709772861230337,0.9970239835922671,0.9986056393051461,0.994065627973056,0.997215161679388,0.9752301189227535,1576,random
0.9747752709791304,0.9974315545897904,0.9985920326384919,0.9948762692024309,0.9971880244467841,0.9786591029834023,1576,random
0.9725329694628871,0.9969779115488565,0.9986456737566116,0.9939740340996676,0.9972950109508805,0.9767985139031388,1576,random
0.974328482962888,0.9968602849995243,0.9982114422865391,0.993740223911932,0.9964292710279238,0.9791421030531391,1576,random
0.9732347252803285,0.9974512034899102,0.9985352061712622,0.994915366675493,0.997074697307855,0.9771487465599309,1576,random
0.973303774425886,0.9967052115819772,0.9984202965369601,0.9934320631262963,0.9968455761282342,0.9780597307047182,1576,random
0.9727497833598273,0.9968227964960503,0.9977280780447598,0.9936657182941316,0.9954664559477868,0.9780649014313447,1576,random
0.9742605229150803,0.9974891363478446,0.9984326355931221,0.9949908499883818,0.9968701767597907,0.9782418988820818,1576,random
0.9739746045335943,0.9958906500231536,0.9985204470356018,0.9918149353415718,0.9970452657570119,0.9794333176123199,1576,random
0.9731089370841802,0.9972215835363699,0.9977787452167982,0.9944585634911682,0.9955673365085791,0.9779863549784831,1576,random
0.9747716454387203,0.9971443759052424,0.998509989667074,0.9943050145481604,0.9970244129895403,0.9790168727424722,1576,random
0.9725798800380626,0.9976759231814843,0.9984324736992151,0.9953626239810731,0.9968698539846345,0.9763721544891761,1576,random
0.9731882036199674,0.9974790119582958,0.9982282612697245,0.9949707027149055,0.9964627895521966,0.9773748212662166,1576,random
0.9745570845213966,0.997726564490159,0.9985983131577116,0.9954634425511147,0.9972005502672794,0.9781452952846509,1576,random
0.9727469118964392,0.9971167402200144,0.998517602067873,0.9942500590136121,0.9970395926374984,0.9770028841012377,1576,random
0.9717280941838305,0.9972175599334108,0.9985379919811064,0.9944505608486633,0.9970802526562426,0.9758613170593783,1576,random
0.9731881205688624,0.9973458555995748,0.9986659537989668,0.9947057628689852,0.9973354622144439,0.9770771370485671,1576,random
0.970834063053524,0.9977436679453624,0.9985464343738916,0.9954974950369989,0.9970970883204163,0.9744424520507656,1576,random
0.9736358985629878,0.9965254338644428,0.9987423312602366,0.9930749293448701,0.9974878220082023,0.978254305686137,1576,random
0.9728669471291449,0.9968145524727926,0.9985720376640752,0.9936493346567987,0.9971481476658712,0.9773655615484089,1576,random
0.9720637367692622,0.997687023442596,0.998342351398588,0.9953847219152078,0.9966901893002533,0.9759311158700469,1576,random
0.9725797626617385,0.9970948327581096,0.9984806020354915,0.9942064966124765,0.9969658142067013,0.9768925484114764,1576,random
0.9731784531184073,0.9970179625970266,0.9987906439263335,0.9940536574100671,0.9975842094036974,0.9772659964007261,1576,random
0.9747043101097254,0.9974090919814818,0.9984142935721507,0.9948315748770578,0.9968336081122708,0.9787837944594138,1576,random
0.9730451051213018,0.9979708715355422,0.9987857220919432,0.9959499611202574,0.9975743895490705,0.9762062127189902,1576,random
0.9721955789352754,0.9956179877717877,0.9986758475547123,0.9912742120530594,0.9973551972314779,0.9777589728296247,1576,random
0.974438148473494,0.9978925772712457,0.9982861261617412,0.9957940183238726,0.9965781169992349,0.9781688939118459,1576,random
0.9730326714107336,0.9980605348750722,0.9986657614368557,0.9961285782376362,0.9973350785147247,0.9762233149587042,1576,random
0.9731826085478571,0.997739435200475,0.998191997803658,0.9954890676558203,0.996390521552277,0.9771501384737536,1576,random
0.97186541638884,0.9975964187994965,0.9985777955353655,0.9952043642988087,0.9971596306566923,0.9755906921175015,1576,random
0.9703717236943586,0.9956622802868524,0.99826808499156,0.991362029667896,0.9965421586704154,0.9762794645446409,1576,random
0.9732216000135121,0.9975341177487344,0.9988138696388213,0.9950803667338226,0.9976305497545181,0.9767823209282204,1576,random
0.974920134459907,0.9972143669434258,0.9983979484834586,0.9944442102783554,0.9968010218946424,0.9792071831038979,1576,random
0.9725798319585859,0.9976552070955735,0.9988140915084898,0.9953213845753972,0.9976309924431576,0.9760197948247712,1576,random
0.970825712685828,0.9970936904279786,0.9980069324217241,0.9942042251718175,0.9960217936774893,0.9755938354094156,1576,random
0.9735833150798885,0.9977879051084282,0.9987337959354007,0.9955855753430891,0.9974707943612612,0.9769756294089577,1576,random
0.9709079206391019,0.9971800835898924,0.998197427141444,0.9943760263154676,0.9964013411276985,0.9754063301719686,1576,random
0.972010669936423,0.9976769763177881,0.9984480395748484,0.9953647204996292,0.9969008888475586,0.9757845081771429,1576,random
0.9734738658841535,0.9973828852872054,0.9985763539739293,0.9947794333960791,0.997156755721277,0.9774154056749043,1576,random
0.9752733094511075,0.9975428845466584,0.9986322896282824,0.9950978143294831,0.997268315409911,0.979010708550778,1576,random
0.9736763103366314,0.9965444555691487,0.9985995515062227,0.9931127104732652,0.9972030200388191,0.9784159885368487,1576,random
0.9696086919523395,0.997332185874745,0.9974562951874796,0.9946785683400391,0.9949254984090773,0.9746750276844968,1576,random
0.973751977682027,0.997368336041899,0.9982408071264772,0.9947504870378582,0.9964877929026507,0.9780369914620021,1576,random
0.9733272332713923,0.9968621036499251,0.9981843441687337,0.9937438384862297,0.9963752696003543,0.9781606338745689,1576,random
0.9750341804186733,0.9975751974495364,0.9982428569953701,0.9951621257887989,0.9964918782623109,0.9791202646217395,1576,random
0.9707742880334624,0.9967030665847566,0.9979743756146213,0.9934278012711141,0.9959569409482494,0.9759550799183568,1576,random
0.971255505979014,0.997332826638022,0.9984809583030405,0.994679843056924,0.996966524581728,0.9753299199334812,1576,random
0.9707116417610624,0.9971764181376953,0.9981655478546433,0.9943687366085645,0.9963378138145912,0.9752438061966008,1576,random
0.9707843529220623,0.9974300106134345,0.9982533575569349,0.9948731970560221,0.9965128059949262,0.974983936298959,1576,random
0.9748881038108523,0.9979186800897727,0.9979743705386319,0.9958460059700269,0.9959569308372743,0.9789001585521342,1576,random
0.9716702142899015,0.9966543216393868,0.9987116167018432,0.9933309557557874,0.9974265489949798,0.9761834560708158,1576,random
0.9709292812115891,0.997385905241056,0.9985695235342326,0.9947854418312909,0.9971431337484038,0.9748642328178013,1576,random
0.9719335184512381,0.9968550222889209,0.9984782454792862,0.9937297643292693,0.9969611153949579,0.9764798832573113,1576,random
